tx-kerr 	Texas 	Kerr County Sheriff's Office 	Y
tx-klso 	Texas 	Kleberg County Sheriff's Office 	Y
tx-lcso 	Texas 	Lamar County Sheriff's Office 	Y
tx-mans 	Texas 	Mansfield County Sheriff's Office 	Y
tx-mdcj 	Texas 	Midland County Jail 	Y
tx-mcso 	Texas 	Montgomery County Sheriff's Office 	Y
tx-mrcj 	Texas 	Moore County Jail 	Y
tx-ncso 	Texas 	Nacogdoches County Sheriff's Office 	Y
tx-pear 	Texas 	Pearland County Sheriff’s Office 	Y
tx-pcso 	Texas 	Polk County Sheriff's Office 	Y
tx-ptcj 	Texas 	Potter County Jail 	Y
tx-rcso 	Texas 	Rockwall County Sheriff's Office 	Y
tx-bcsd 	Texas 	Sheriff's Department of Bell County 	Y
tx-scso 	Texas 	Smith County Sheriff's Office 	Y
tx-tc 	Texas 	Tarrant County Sheriff's Office 	Y
tx-tlr 	Texas 	Taylor County Sheriff's Office 	Y
tx-tts 	Texas 	Titus County Sheriff's Office 	Y
tx-green 	Texas 	Tom Green County Sheriff's Office 	Y
tx-trso 	Texas 	Travis County Sheriff's Office 	Y
tx-tcso 	Texas 	Trinity County Sheriff's Office 	Y
tx-vzcso 	Texas 	Van Zandt County Sheriff's Office 	Y
tx-wcso 	Texas 	Waller County Sheriff's Office 	Y
tx-chcj 	Texas 	Wharton County Jail 	Y
tx-wilco 	Texas 	Williamson County Sheriff's Office 	Y
tx-wise 	Texas 	Wise County Sheriff's Office 	Y
tx-wood 	Texas 	Wood County Sheriff's Office 	Y
ut-dcso 	Utah 	Davis County Sheriff's Office 	Y
ut-slcs 	Utah 	Salt Lake County Sheriff's Office 	Y
ut-scso 	Utah 	Sanpete County Sheriff's Office 	Y
ut-utah 	Utah 	Utah County Sheriff's Office Corrections Bureau 	Y
ut-wcso 	Utah 	Weber County Sheriff's Office 	Y
va-acso 	Virginia 	Accomack County Sheriff's Office 	Y
va-abso 	Virginia 	Albemarle County Sheriff's Office 	Y
va-alsd 	Virginia 	Alleghany County Sherrif's Dept 	Y
va-acsd 	Virginia 	Augusta County Sheriff's Dept 	Y
va-brrjh 	Virginia 	Blue Ridge Regional Jail, Halifax 	Y
va-bcso 	Virginia 	Botetourt County Sheriff's Office 	Y
va-bso 	Virginia 	Bristol Sheriff's Office 	Y
va-cvrj 	Virginia 	Central Virginia Regional Jail 	Y
va-wcj 	Virginia 	Charlotte County Jail  * 	Y
va-cpso 	Virginia 	City of Portsmouth Sheriff's Office 	Y
va-cwccso 	Virginia 	City of Williamsburg/James City Co Sheriff's Office 	Y
va-ccso 	Virginia 	Culpeper County Sheriff's Office 	Y
va-dcso 	Virginia 	Danville County Sheriff's Office 	Y
va-fair 	Virginia 	Fairfax County Sheriff's Office 	Y
va-fcso 	Virginia 	Franklin County Sheriff's Office 	Y
va-hcj 	Virginia 	Hampton City Jail 	Y
va-hcsd 	Virginia 	Henry County Sheriff's Dept 	Y
va-lcadc 	Virginia 	Loudoun County Adult Det CTR 	Y
va-mrso 	Virginia 	Martinsville County Sheriff's Office 	Y
va-mrrj 	Virginia 	Meherrin River Regional Jail 	Y
va-mprsc 	Virginia 	Middle Peninsula Reg. Sec. Ctr. 	Y
va-mcso 	Virginia 	Montgomery County Sheriff's Office 	Y
va-nrvrj 	Virginia 	New River Valley Regional Jail 	Y
va-nncj 	Virginia 	Newport News City Jail 	Y
va-nrflk 	Virginia 	Norfolk County Sheriff's Office 	Y
va-ncso 	Virginia 	Northampton County Sheriff's Office 	Y
va-nnrj 	Virginia 	Northern Neck Regional Jail 	Y
va-nradc 	Virginia 	Northwest Regional Adult Detention Center 	Y
va-pgso 	Virginia 	Page County Sheriff's Office 	Y
va-pjms 	Virginia 	Pamunkey Regional Jail 	Y
va-pcso 	Virginia 	Patrick County Sheriff's Office 	Y
va-pgcj 	Virginia 	Petersburg City Jail 	Y
va-prj 	Virginia 	Piedmont Regional Jail 	Y
va-ptso 	Virginia 	Pittsylvania County Sheriff's Office 	Y
va-pcj 	Virginia 	Portsmouth City Jail 	Y
va-pwcso 	Virginia 	Prince William County Sheriff's Office 	Y
va-rrj 	Virginia 	Riverside Regional Jail 	Y
va-rnso 	Virginia 	Roanoke City Sheriff's Office 	Y
va-rcso 	Virginia 	Rockbridge County Sheriff's Office 	Y
va-rcj 	Virginia 	Rockingham Regional Jail 	Y
va-shcj 	Virginia 	Southampton County Jail 	Y
va-srj 	Virginia 	Southside Regional Jail 	Y
va-scsor 	Virginia 	Stafford County Sheriff's Office/Rappahannock Regional 	Y
va-scsd 	Virginia 	Sussex County Sheriff's Dept 	Y
va-vbso 	Virginia 	Virginia Beach Sheriff's Office 	Y
va-wtrj 	Virginia 	Western Tidewater Regional Jail 	Y
va-wvrj 	Virginia 	Western Virginia Regional Jail 	Y
wa-cc 	Washington 	Clark County Sheriff's Office 	Y
wa-ccso 	Washington 	Cowlitz County Sheriff's Office 	Y
wa-kc 	Washington 	King County Department of Detention 	Y
wa-kcso 	Washington 	Kitsap County Sheriff's Office 	Y
wa-lcso 	Washington 	Lincoln County Sheriff's Office 	Y
wa-lwso 	Washington 	Lynnwood County Sheriff's Office 	Y
wa-mcso 	Washington 	Marysville County Sheriff's Office 	Y
wa-pcj 	Washington 	Pierce County Jail 	Y
wa-skag 	Washington 	Skagit County Sheriff's Office 	Y
wa-scso 	Washington 	Snohomish County Sheriff's Office 	Y
wa-spso 	Washington 	Spokane County Sheriff's Office 	Y
wa-tcso 	Washington 	Thurston County Sheriff's Office 	Y
wa-wcso 	Washington 	Whatcom County Sheriff's Office 	Y
wv-rj 	West Virginia 	West Virginia Regional Jail 	Y
wi-barr 	Wisconsin 	Barron County Sheriff's Office 	Y
wi-bcso 	Wisconsin 	Buffalo County Sheriff's Office 	Y
wi-dcso 	Wisconsin 	Douglas County Sheriff's Office 	Y
wi-jcsd 	Wisconsin 	Jefferson County Sheriff's Dept 	Y
wi-knsh 	Wisconsin 	Kenosha County Sheriff's Office 	Y
wi-lcsd 	Wisconsin 	La Crosse County Sheriff's Department 	Y
wi-mcs 	Wisconsin 	Milwaukee County Sheriff 	Y
wi-pcj 	Wisconsin 	Pierce County Jail 	Y
wi-pcs 	Wisconsin 	Polk County Sheriff's dept 	Y
wi-rcs 	Wisconsin 	Racine County Sheriff 	Y
wi-wcsd 	Wisconsin 	Wood County Sheriff's Dept 	Y
wy-scso 	Wyoming 	Sweetwater County Sheriff's Office 	Y
wy-tcso 	Wyoming 	Teton County Sheriff's Office 	Y
